Time  [ms],Memory Usage [KB]
0,2508672
101,2505876
202,2506656
302,2506504
402,2508316
502,2508200
603,2511784
703,2528340
804,2530868
904,2531680
1005,2531668
1108,2542276
1206,2545388
1306,2554728
1406,2551776
1506,2554104
1607,2558648
1707,2560816
1813,2564652
1908,2566320
2008,2568148
2108,2570900
2209,2572860
2309,2592188
2410,2599156
2510,2596836
2611,2613612
2711,2615288
2813,2621972
2912,2623172
3013,2623492
3113,2625404
3214,2626836
3314,2628652
3415,2632004
