Time  [ms],Memory Usage [KB]
0,2447572
100,2447604
200,2444720
301,2444632
402,2446344
502,2447008
554,2449220
655,2466224
756,2469024
857,2472864
958,2478228
1058,2470148
1158,2475564
1258,2475416
1359,2478948
1459,2477716
1560,2476216
1660,2482312
1761,2480584
1861,2481160
1962,2480700
2063,2483552
2163,2486656
2264,2489396
2364,2492336
2465,2494592
2565,2520776
2665,2522940
2765,2539084
2866,2540112
2968,2544284
3069,2545872
3169,2551948
3269,2551120
3370,2554648
3470,2555912
