Time  [ms],Memory Usage [KB]
0,2446044
101,2441224
202,2442776
302,2444420
403,2445036
503,2445832
604,2446992
704,2463896
805,2467848
906,2472684
1006,2479944
1106,2467884
1207,2462204
1308,2464032
1408,2465152
1508,2465888
1609,2465972
1709,2464352
1811,2463960
1915,2468492
2012,2469632
2111,2469296
2212,2472000
2313,2472952
2413,2475924
2513,2478040
2613,2482240
2714,2483872
2814,2507120
2914,2511516
3015,2530096
3116,2531068
3216,2532452
3316,2533100
3416,2534216
3517,2536344
3617,2539656
