Time  [ms],Memory Usage [KB]
0,2577880
101,2579724
202,2579196
303,2582324
402,2582968
502,2583480
602,2584272
704,2586268
805,2604300
905,2607956
1005,2607928
1106,2614104
1206,2615496
1307,2619424
1407,2614468
1508,2618244
1609,2620044
1709,2625776
1810,2626492
1910,2626964
2010,2629320
2111,2631412
2212,2636020
2312,2633456
2413,2632920
2513,2634540
2614,2660420
2714,2661516
2815,2679288
2916,2681460
3017,2685144
3117,2686024
3217,2687684
3317,2689680
3418,2690660
