Time  [ms],Memory Usage [KB]
0,2363072
101,2369252
200,2379692
307,2402576
401,2402296
501,2406804
604,2407432
703,2426168
753,2425416
853,2428328
954,2429620
1055,2434756
1156,2441068
1257,2462112
1358,2464848
1459,2472488
1559,2488056
