datetime,cpu
Sun Oct 18 08:01:54 GMT 2020,29
Sun Oct 18 08:01:54 GMT 2020,29
Sun Oct 18 08:01:54 GMT 2020,29
Sun Oct 18 08:01:54 GMT 2020,29
Sun Oct 18 08:01:55 GMT 2020,29
Sun Oct 18 08:01:55 GMT 2020,29
Sun Oct 18 08:01:55 GMT 2020,29
Sun Oct 18 08:01:55 GMT 2020,29
Sun Oct 18 08:01:56 GMT 2020,29
Sun Oct 18 08:01:56 GMT 2020,29
Sun Oct 18 08:01:56 GMT 2020,29
Sun Oct 18 08:01:56 GMT 2020,29
Sun Oct 18 08:01:56 GMT 2020,29
Sun Oct 18 08:01:57 GMT 2020,29
Sun Oct 18 08:01:57 GMT 2020,29
Sun Oct 18 08:01:57 GMT 2020,29
Sun Oct 18 08:01:57 GMT 2020,29
Sun Oct 18 08:01:58 GMT 2020,29
Sun Oct 18 08:01:58 GMT 2020,29
Sun Oct 18 08:01:58 GMT 2020,29
Sun Oct 18 08:01:58 GMT 2020,29
Sun Oct 18 08:01:58 GMT 2020,29
Sun Oct 18 08:01:59 GMT 2020,29
Sun Oct 18 08:01:59 GMT 2020,29
Sun Oct 18 08:01:59 GMT 2020,29
Sun Oct 18 08:01:59 GMT 2020,29
