Time  [ms],Memory Usage [KB]
0,2538584
104,2544012
204,2557880
305,2580364
406,2580824
506,2583500
606,2583480
706,2586020
807,2606428
907,2606856
1007,2608208
1108,2608620
1208,2610188
1310,2611620
1409,2600036
1509,2600060
1610,2601664
1711,2598136
1810,2598192
1911,2598612
2011,2599272
2111,2602140
2212,2606308
2312,2602380
2412,2603064
2513,2605428
2613,2605180
2713,2620428
2814,2622908
2914,2626360
3015,2627748
3118,2630584
3217,2632820
3318,2635336
3418,2636856
3519,2640344
3619,2638380
3720,2637952
3821,2639596
3922,2639356
