Time  [ms],Memory Usage [KB]
0,2345172
98,2354916
198,2358364
299,2373840
399,2381332
499,2386328
600,2385676
703,2388436
801,2408928
901,2408084
1002,2407340
1102,2408300
1203,2410056
1303,2411732
1404,2410340
1504,2412724
1604,2402452
1705,2402544
1805,2402392
1906,2402480
2006,2401432
2106,2401432
2207,2408124
2307,2404148
2407,2403972
2508,2404300
2608,2415560
2709,2418128
2809,2428740
2860,2429948
2960,2427724
3060,2429944
3161,2434952
3261,2439084
3363,2441564
3462,2448844
3562,2450964
3663,2450952
3764,2452472
3864,2452336
