Time  [ms],Memory Usage [KB]
0,2349768
102,2354444
205,2358200
304,2364916
405,2390308
509,2394916
606,2391856
707,2395544
807,2415516
908,2419128
1008,2422640
1108,2406120
1209,2410044
1310,2413024
1410,2413976
1510,2414684
1611,2414936
1711,2415564
1811,2404288
1911,2404288
2012,2404864
2115,2404540
2215,2404360
2315,2401736
2417,2401736
2515,2402200
2618,2402388
2717,2402732
2817,2402288
2918,2402740
3018,2411156
3119,2411156
3219,2411652
3319,2412124
3421,2412568
3520,2412860
3621,2413268
3721,2419036
3821,2416444
3922,2417772
4022,2420544
4124,2427536
4223,2430392
4324,2433412
4424,2436060
4526,2437632
4626,2444324
4726,2445988
4826,2451332
4926,2443344
5026,2441408
5127,2442556
