Time  [ms],Memory Usage [KB]
0,2455256
102,2462744
200,2471372
300,2472420
401,2489364
502,2490300
601,2493032
703,2496104
804,2515248
904,2516536
1004,2517368
1105,2506244
1205,2507084
1305,2508396
1405,2509832
1506,2509832
1606,2511964
1706,2511592
1809,2510156
1907,2509184
2009,2512100
2108,2512100
2209,2511708
2309,2512596
2409,2513276
2510,2515400
2611,2518604
2710,2536928
2811,2534456
2911,2535772
3011,2537816
3111,2541608
3212,2534120
3312,2541604
3413,2540444
3513,2541276
3613,2542792
3714,2536704
