Time  [ms],Memory Usage [KB]
0,2412752
102,2421076
203,2426040
303,2432388
405,2450196
504,2450668
605,2453772
705,2457984
805,2476248
906,2477136
1007,2479760
1107,2482932
1207,2487004
1307,2481316
1408,2485680
1508,2476484
1608,2477752
1708,2478016
1809,2478944
1909,2478448
2010,2477640
2110,2475604
2210,2482780
2311,2479528
2412,2479804
2512,2487180
2613,2487880
2713,2488540
2813,2490068
2913,2491984
3014,2501336
3114,2503036
3214,2504392
3316,2508088
3415,2512648
3516,2516728
3620,2517360
3720,2516240
3821,2518872
