datetime,cpu
Sat Oct 17 12:37:25 GMT 2020,15
Sat Oct 17 12:37:25 GMT 2020,15
Sat Oct 17 12:37:25 GMT 2020,15
Sat Oct 17 12:37:25 GMT 2020,15
Sat Oct 17 12:37:26 GMT 2020,15
Sat Oct 17 12:37:26 GMT 2020,15
Sat Oct 17 12:37:26 GMT 2020,15
Sat Oct 17 12:37:26 GMT 2020,15
Sat Oct 17 12:37:26 GMT 2020,15
Sat Oct 17 12:37:27 GMT 2020,15
Sat Oct 17 12:37:27 GMT 2020,15
Sat Oct 17 12:37:27 GMT 2020,15
Sat Oct 17 12:37:27 GMT 2020,15
