Time  [ms],Memory Usage [KB]
0,2538072
107,2542512
201,2547900
303,2552776
403,2559688
503,2571968
603,2588608
704,2587264
804,2609452
904,2615844
1005,2618784
1105,2618428
1206,2622428
1307,2626008
1407,2629712
1507,2635200
1607,2628244
1708,2630452
1808,2628940
1908,2630564
2009,2630424
2109,2631848
2210,2632536
2310,2630252
2410,2632056
2511,2632148
2611,2632036
2711,2632904
2811,2635116
2914,2642844
3013,2644076
3113,2644132
3214,2645848
3313,2645608
3414,2647016
3514,2655492
3614,2655740
3715,2657908
3816,2659804
3916,2661132
4016,2660204
4117,2660612
4217,2659880
4318,2657620
4417,2659048
4518,2661796
4618,2662936
4719,2662488
4819,2663768
