Time  [ms],Memory Usage [KB]
0,2449632
100,2448700
201,2446544
302,2446328
402,2447548
503,2448440
606,2455836
704,2470956
805,2467244
906,2468844
1007,2450260
1107,2445340
1207,2442764
1308,2446248
1408,2456048
1509,2459156
1610,2459628
1710,2461964
1811,2467456
1911,2467460
2012,2468348
2112,2468348
2213,2472404
2313,2472672
2414,2475616
2514,2475196
2615,2477876
2715,2479152
2815,2481800
2916,2484528
3016,2487604
3117,2490768
3217,2512040
3318,2521516
3418,2525072
3518,2543000
3618,2543240
3719,2547116
3819,2547512
3919,2549308
4020,2547092
4121,2550440
