Time  [ms],Memory Usage [KB]
0,2599836
101,2595132
201,2597016
301,2598136
402,2598896
502,2602180
604,2598556
703,2611340
803,2611840
904,2594796
1004,2595940
1104,2595972
1205,2598268
1305,2605100
1405,2603324
1506,2606880
1607,2607944
1707,2608712
1807,2614604
1908,2615264
2009,2613704
2109,2614012
2210,2615968
2311,2616932
2411,2618076
2513,2619904
2612,2622540
2712,2623688
2813,2626624
2913,2628268
3013,2631392
3113,2634736
3216,2635300
3315,2638648
3415,2658724
3516,2666540
3616,2668892
3717,2695620
3817,2699208
3918,2700128
4020,2702260
4121,2702216
4221,2702904
4321,2704816
