Time  [ms],Memory Usage [KB]
0,2447224
100,2447616
200,2449092
301,2450876
402,2450876
501,2432696
603,2433240
701,2453376
803,2453588
903,2455540
1004,2457044
1104,2458256
1205,2466656
1305,2472036
1406,2474248
1506,2474908
1607,2479096
1707,2481992
1807,2483352
1908,2483868
2008,2486384
2108,2487188
2209,2488792
2309,2489732
2410,2491788
2510,2494140
2610,2492116
2710,2491412
2811,2495700
2912,2496632
3012,2499552
3112,2502244
3212,2527212
3314,2531632
3414,2534724
3514,2550088
3615,2553444
3715,2550504
3815,2550496
3916,2551492
