Time  [ms],Memory Usage [KB]
0,2443948
100,2444048
201,2441856
300,2442608
403,2443328
504,2445636
604,2448416
704,2468368
805,2464084
905,2466956
1005,2467776
1106,2467404
1207,2468640
1306,2475096
1407,2477548
1507,2479872
1610,2480364
1710,2481020
1810,2487392
1911,2489016
2012,2489736
2112,2490280
2212,2492184
2312,2493500
2413,2495248
2514,2495660
2615,2497376
2715,2499312
2815,2502132
2916,2505148
3017,2507832
3116,2510868
3218,2532912
3317,2540288
3418,2556780
3518,2569232
3618,2571164
3719,2574004
3819,2576384
3920,2578372
4020,2579580
4120,2581236
4221,2582484
