Time  [ms],Memory Usage [KB]
0,2604876
101,2606120
201,2607312
301,2607840
402,2606980
502,2600044
602,2619384
702,2620920
803,2622388
903,2622836
1003,2625792
1106,2635716
1205,2637816
1305,2642196
1407,2645808
1507,2655272
1608,2658560
1708,2655416
1808,2650896
1911,2651732
2013,2653780
2112,2652888
2214,2654288
2314,2657700
2414,2660364
2514,2657740
2615,2661316
2715,2659992
2816,2663704
2916,2665352
3016,2688108
3117,2694944
3218,2699804
3318,2700852
3419,2716500
3519,2719768
3619,2721424
3720,2722660
3822,2722472
3923,2723140
