Time  [ms],Memory Usage [KB]
0,2410036
111,2416704
206,2425092
310,2430580
407,2447096
510,2454500
610,2455880
712,2457320
811,2477328
911,2477572
1012,2477420
1113,2477716
1213,2480056
1314,2479620
1414,2475528
1515,2476476
1615,2477024
1716,2478884
1816,2482556
1916,2484880
2017,2485568
2117,2490216
2218,2494716
2318,2494832
2419,2495480
2519,2496724
2620,2511704
