Time  [ms],Memory Usage [KB]
0,2440624
101,2444716
251,2452024
353,2466080
452,2471068
555,2474660
604,2476104
705,2493756
805,2496692
905,2496612
1005,2495880
1106,2497280
1206,2497584
1307,2498340
1407,2496688
1508,2497004
1608,2497460
1709,2498008
1809,2497356
1909,2497372
2009,2497440
2109,2497440
2210,2498092
2311,2496936
2411,2496952
2512,2497416
2612,2496824
2712,2504920
2814,2504920
2914,2505972
3014,2505932
3114,2504724
3214,2505380
3316,2505380
3416,2505500
3517,2506016
3616,2504616
3717,2510812
3817,2512296
3917,2517420
4018,2516872
4118,2525056
4220,2528024
4319,2524892
4420,2524004
4520,2522456
4621,2524216
4721,2523024
4821,2519616
