Time  [ms],Memory Usage [KB]
0,2456772
100,2457472
200,2459580
301,2460236
402,2461008
502,2462840
603,2464568
703,2470828
805,2480652
906,2481848
1007,2482912
1111,2485196
1212,2487376
1313,2495452
1413,2494156
1513,2497180
1614,2498448
1715,2503232
1815,2505132
1915,2506172
2016,2509032
2116,2513600
2217,2532920
2317,2539712
2418,2541060
2518,2542980
2618,2558232
