Time  [ms],Memory Usage [KB]
0,2461816
101,2462332
201,2463828
304,2464084
402,2466612
503,2466304
603,2451264
703,2466340
804,2467692
904,2469136
1005,2470160
1105,2472432
1206,2474436
1306,2478148
1407,2480592
1508,2482524
1608,2483392
1709,2490964
1809,2491756
1910,2493084
2010,2493364
2110,2494908
2211,2499844
2311,2503256
2413,2515480
2512,2551860
2612,2557396
2713,2557032
2815,2560652
2915,2577832
3015,2617592
3115,2621748
3216,2613164
3316,2615516
3417,2633280
3517,2644384
3617,2644192
3718,2645564
3818,2645564
3919,2646440
4019,2648240
4120,2649904
4220,2652068
4320,2653740
4421,2655656
4522,2656920
4623,2659224
4723,2660360
4824,2667476
