Time  [ms],Memory Usage [KB]
0,2462960
100,2458784
200,2460240
300,2460240
401,2461124
501,2462748
601,2460812
702,2474172
802,2475520
903,2477244
1003,2478920
1104,2479896
1204,2480772
1304,2487208
1405,2487044
1505,2489836
1606,2494376
1706,2495904
1807,2498728
1908,2498180
2009,2500232
2109,2500072
2210,2504308
2311,2506384
2411,2510432
2512,2515872
2612,2518872
2713,2521516
2813,2551056
2913,2586184
3014,2591388
3114,2609772
3214,2610488
3315,2603404
3415,2601804
3516,2601716
3618,2606232
3721,2606044
3819,2609780
3920,2609012
4020,2610436
4121,2616564
