Time  [ms],Memory Usage [KB]
0,2523664
101,2523820
203,2525224
304,2524992
402,2526636
503,2524896
604,2543892
705,2547888
804,2549932
905,2537776
1005,2539156
1106,2540004
1207,2541748
1307,2540364
1408,2541316
1511,2544892
1610,2545664
1710,2552736
1812,2559260
1912,2558344
2012,2560140
2113,2561272
2213,2560804
2314,2566256
2414,2568344
2515,2571220
2615,2574196
2716,2579824
2816,2594576
2917,2611560
3017,2629808
3119,2662296
3218,2679272
3319,2669800
3419,2672340
3520,2673392
3621,2674108
3721,2674208
3822,2675212
3923,2682112
4023,2685072
4130,2688980
4231,2683808
