Time  [ms],Memory Usage [KB]
0,2418920
102,2420244
203,2420264
303,2421628
403,2423368
507,2423568
607,2426172
707,2412044
808,2425780
909,2427136
1009,2428080
1110,2429288
1211,2430188
1310,2433200
1411,2431132
1511,2434068
1613,2434712
1713,2440536
1813,2441112
1913,2442700
2014,2442756
2114,2443572
2215,2446292
2315,2449780
2416,2453208
2517,2456004
2617,2475440
2717,2501824
2817,2521620
2918,2533852
3018,2536208
3119,2543112
3219,2543652
3319,2569136
3420,2569532
3520,2573424
3621,2573504
3721,2578112
3821,2578296
3922,2580680
