Time  [ms],Memory Usage [KB]
0,2583204
101,2578456
201,2580108
302,2579828
402,2580800
502,2581472
603,2583356
704,2600800
804,2603560
904,2603856
1005,2604924
1106,2606580
1205,2619140
1305,2619120
1406,2623724
1506,2624004
1606,2624244
1708,2632012
1807,2632672
1908,2627352
2008,2627184
2108,2629608
2208,2632028
2309,2633120
2410,2635392
2510,2649540
2611,2667400
2711,2706952
2812,2709400
2912,2710120
3012,2713664
3112,2706184
3213,2725228
3313,2725552
3413,2749732
3514,2761996
3615,2762772
3715,2766480
3816,2768852
3917,2769784
