Time  [ms],Memory Usage [KB]
0,2601920
94,2599764
195,2602564
295,2608640
396,2618428
496,2645860
596,2647320
697,2647220
797,2664872
898,2670604
998,2671748
1099,2672796
1199,2677760
1299,2680544
1400,2680876
1500,2683380
1600,2682152
1700,2689208
1801,2698612
1901,2705460
2001,2704736
2102,2705464
2203,2705208
2303,2692968
