Time  [ms],Memory Usage [KB]
0,2443216
102,2439188
202,2441324
302,2440536
403,2441556
503,2440668
604,2446132
705,2464928
805,2447760
905,2457460
1006,2446724
1106,2452940
1206,2458300
1306,2456228
1407,2459496
1507,2463096
1610,2469692
1710,2469700
1812,2469024
1912,2468060
2013,2468828
2114,2469204
2213,2471212
2314,2472244
2414,2474164
2515,2476552
2615,2480492
2715,2480244
2816,2481488
2916,2484060
3017,2489220
3117,2492384
3217,2496704
3318,2513252
3418,2516284
3518,2518300
3619,2518984
3719,2523400
3820,2523784
3920,2527616
4020,2539164
4121,2540044
4222,2551212
4322,2558520
4422,2570668
4523,2594204
4623,2597092
4723,2598076
4823,2601624
4924,2602184
5024,2603816
5125,2604664
5229,2611120
5328,2615884
5429,2618228
5529,2620488
5630,2623244
5730,2625820
5830,2637476
