Time  [ms],Memory Usage [KB]
0,2502248
101,2504264
201,2505664
303,2505816
402,2506424
503,2497968
604,2500344
704,2499144
805,2500224
905,2501324
1005,2503124
1106,2509820
1206,2515140
1307,2520336
1407,2522708
1509,2529708
1611,2534024
1709,2534180
1810,2529396
1911,2529624
2011,2532048
2112,2533132
2212,2533872
2312,2533560
2414,2534696
2514,2535284
2614,2535248
2714,2533636
2814,2533968
2915,2535188
3015,2536900
3115,2540392
3216,2542392
3316,2543988
3417,2545072
3517,2546444
3617,2549688
3717,2568928
3818,2566172
3918,2569592
4019,2572476
4119,2575324
4219,2576096
4320,2583264
4420,2594152
4520,2603052
4621,2612744
4721,2614252
4822,2623216
4922,2625324
5023,2627832
5123,2628860
5223,2630568
5323,2632452
5424,2633496
5524,2648508
5624,2650192
5725,2650152
5825,2655872
5925,2655168
6026,2682960
6126,2687936
6227,2686724
