Time  [ms],Memory Usage [KB]
0,2579364
102,2579436
202,2582632
303,2583624
403,2584404
503,2582868
606,2587672
708,2607052
807,2585688
908,2580288
1008,2576832
1109,2571984
1209,2573416
1309,2584392
1409,2582828
1510,2584852
1610,2585244
1711,2591700
1811,2590524
1912,2592288
2013,2594392
2113,2594724
2216,2594592
2314,2596196
2415,2597300
2515,2598624
2615,2600816
2715,2601268
2816,2604408
2917,2604948
3017,2607468
3117,2607972
3217,2609376
3318,2610136
3418,2613448
3519,2615772
3619,2619364
3720,2636032
3820,2637224
3920,2640852
4020,2643560
4122,2647704
4222,2647908
4322,2661076
4422,2666864
4522,2678492
4623,2683920
4723,2686072
4824,2694908
4924,2697120
5025,2703580
5125,2701020
5226,2702456
5326,2704236
5426,2705856
5526,2718564
5628,2719612
5730,2720980
5828,2724628
5928,2726660
6029,2756984
6130,2757656
