Time  [ms],Memory Usage [KB]
0,2464952
50,2465204
150,2467804
251,2467440
353,2468356
452,2461436
552,2480020
653,2483148
759,2487676
855,2487248
955,2496512
1055,2496212
1156,2495792
1256,2498400
1357,2499152
1458,2501616
1558,2512904
1658,2507768
1758,2507576
1859,2507016
1959,2507748
2060,2507336
2160,2508264
2260,2509616
2360,2510752
2461,2510916
2561,2515176
2662,2517208
2762,2520016
2863,2518044
2964,2520016
3064,2521964
3166,2524972
3266,2527132
3366,2530468
3466,2531560
3569,2554036
3667,2560380
3767,2562752
3868,2566288
3969,2569004
4070,2570880
4172,2584084
4272,2584068
4372,2597048
4473,2605756
4573,2608732
4673,2610068
4774,2611308
4875,2613348
4977,2613548
5077,2614944
5179,2633112
5279,2652792
5380,2655616
5480,2658416
5580,2662340
5681,2662592
