Time  [ms],Memory Usage [KB]
0,2374024
100,2380352
200,2382968
301,2395080
401,2415452
502,2424792
603,2422472
703,2422916
803,2443100
904,2443104
1004,2443056
1104,2431356
1205,2431932
1305,2430700
1405,2429660
1506,2430972
1606,2430972
1708,2433568
1807,2434784
1908,2432972
1958,2434316
2058,2437372
2159,2440608
2260,2441328
2361,2445796
2462,2445888
2561,2471744
2662,2488744
2766,2489924
2863,2505444
2966,2504692
3065,2504172
3166,2504184
3266,2496200
3367,2501684
3468,2502632
