Time  [ms],Memory Usage [KB]
0,2403540
103,2408088
201,2420344
305,2445968
407,2444892
508,2428140
609,2428748
710,2427976
810,2447528
911,2449128
1011,2448632
1111,2436948
1213,2436720
1314,2434840
1414,2435196
1515,2435768
1615,2430364
1716,2430420
1817,2430024
1918,2433008
2018,2435080
2119,2435444
2219,2440160
2319,2443416
2420,2444036
2521,2448364
2621,2447628
2721,2472668
2822,2482724
2922,2484564
3023,2499224
3123,2498964
3224,2499768
3324,2500596
3425,2487932
3526,2496872
3628,2494956
