Time  [ms],Memory Usage [KB]
0,2330900
100,2334236
200,2341724
301,2363972
353,2372680
452,2375260
553,2376044
654,2378392
753,2398752
854,2399172
954,2398900
1054,2399064
1154,2399816
1255,2400320
1355,2402356
1456,2399532
1556,2399132
1656,2399132
1756,2399232
1857,2399036
1957,2400160
2058,2395200
2158,2395860
2258,2394984
2359,2406648
2459,2408332
2560,2410504
2661,2415444
2761,2416688
2861,2420748
2961,2422648
3062,2427204
3162,2426160
3262,2427000
3363,2427724
