Time  [ms],Memory Usage [KB]
0,2370552
100,2374584
201,2381876
302,2386364
402,2411088
502,2414960
602,2414572
702,2416264
804,2436156
905,2436320
1005,2436004
1107,2439508
1206,2430200
1306,2419952
1407,2423920
1507,2425496
1608,2430084
1708,2434280
1809,2439540
1909,2439244
2009,2442620
2110,2445736
2210,2445944
2311,2448160
2412,2447672
2512,2448436
2613,2452924
2713,2454136
2813,2455520
2914,2457584
3014,2455752
3116,2459864
3215,2462416
