Time  [ms],Memory Usage [KB]
0,2359160
101,2363744
201,2369436
304,2377200
402,2403840
503,2406316
603,2406500
703,2408820
804,2425688
904,2429580
1005,2430208
1105,2432920
1205,2438132
1306,2433816
1408,2437088
1506,2441760
1608,2446508
1708,2447348
1808,2451148
1908,2453100
2009,2453860
2110,2455592
2210,2459724
2310,2463376
2411,2465312
2512,2466960
2612,2475308
2713,2476000
2813,2480852
2914,2484064
3014,2487704
3116,2488788
3215,2490428
3315,2491972
3416,2494664
3516,2494984
3616,2497112
3717,2502524
