Time  [ms],Memory Usage [KB]
0,2566784
44,2562600
147,2575996
245,2581096
345,2585616
445,2603732
545,2602576
648,2607088
746,2627608
846,2628416
947,2628460
1047,2627952
1147,2628592
1249,2630268
1350,2628764
1450,2630064
1550,2633364
1651,2636184
1751,2640376
1851,2643716
1953,2647980
2054,2649816
2154,2651760
2255,2654392
2356,2657740
2457,2668716
2556,2668536
2657,2671108
2757,2670236
2857,2674984
2957,2681252
3058,2684588
3159,2686512
3260,2686052
3359,2690888
3460,2689800
3560,2691928
3661,2694176
3761,2696472
