Time  [ms],Memory Usage [KB]
0,2425132
101,2433532
202,2443384
305,2457796
404,2468384
504,2469960
604,2472396
705,2493404
755,2493504
855,2493756
956,2492860
1056,2492860
1156,2491844
1257,2492404
1358,2493440
1457,2498840
1557,2502580
1658,2504356
1758,2509232
1858,2511816
1959,2511628
2059,2514768
2159,2517536
2260,2520852
2360,2521064
2461,2522156
2561,2530000
2661,2534360
2762,2540120
2862,2543240
2962,2544648
3063,2545760
3163,2550516
3264,2548952
3365,2551632
3468,2555648
