Time  [ms],Memory Usage [KB]
0,2454692
100,2460852
200,2472912
301,2493576
401,2495280
502,2495308
603,2496352
703,2515976
804,2518892
904,2521360
1005,2524216
1105,2526008
1205,2524244
1306,2524292
1406,2525556
1506,2528784
1607,2532624
1707,2534832
1807,2538544
1908,2540544
2008,2543528
2109,2544888
2209,2546560
2309,2550796
2409,2552900
2510,2556660
2610,2563908
2710,2564464
2811,2565820
2912,2569200
3012,2574220
3113,2576840
3214,2579360
3314,2579184
3414,2582088
3515,2584264
3615,2581372
3716,2586124
