Time  [ms],Memory Usage [KB]
0,2559820
104,2562748
201,2567700
305,2582268
402,2598532
502,2598684
603,2599196
703,2600780
803,2621704
903,2622876
1004,2621992
1104,2622232
1205,2622340
1306,2622412
1407,2623432
1507,2622692
1607,2623312
1707,2620780
1809,2620636
1907,2621648
2008,2621448
2109,2624292
2209,2627732
2309,2632452
2409,2633576
2510,2638556
2611,2645020
2711,2651668
2811,2655996
2912,2659140
3012,2662080
3113,2662524
3213,2664520
3313,2664496
3413,2668288
3514,2674172
3614,2677412
3716,2680620
3817,2680976
3916,2683076
4018,2685792
4118,2682580
4218,2686704
4319,2691220
4419,2693016
4520,2676820
