Time  [ms],Memory Usage [KB]
0,2323772
101,2331704
201,2341904
302,2365652
403,2364696
457,2365656
554,2364880
654,2366468
756,2389904
856,2385784
957,2386260
1057,2387200
1158,2386556
1258,2389400
1360,2393392
1459,2395380
1560,2400488
1660,2402204
1764,2404492
1861,2404436
1961,2407460
2062,2410800
2163,2413264
2263,2413980
2364,2414412
2464,2417548
2565,2425088
2665,2433556
2766,2435880
2867,2438028
2967,2438848
3067,2439932
3168,2443964
3269,2440144
3369,2445256
3470,2447560
