Time  [ms],Memory Usage [KB]
0,2602760
101,2602072
201,2605056
301,2605368
402,2609192
502,2611868
602,2614124
703,2625008
804,2606328
904,2607388
1005,2610312
1105,2610228
1205,2610616
1308,2617500
1408,2616120
1508,2619504
1609,2620852
1709,2621084
1810,2628124
1910,2627936
2010,2628180
2111,2628180
2212,2628876
2312,2629344
2413,2630616
2513,2631412
2614,2631820
2715,2632060
2816,2631312
2916,2632060
3016,2633304
3117,2656840
3220,2661564
3318,2678736
3418,2682156
3518,2688132
3618,2690232
3719,2692468
3819,2697416
3919,2705244
4020,2705596
4120,2711596
4221,2715144
