Time  [ms],Memory Usage [KB]
0,2460200
100,2460128
201,2462496
302,2462468
401,2463596
502,2461768
602,2464984
702,2483780
804,2487716
903,2493152
1004,2487664
1104,2478300
1204,2479324
1305,2489612
1405,2490728
1506,2491876
1606,2493012
1707,2492736
1808,2496844
1908,2497552
2009,2510588
2110,2515748
2210,2515460
2311,2517460
2411,2518964
2512,2522480
2612,2527872
2712,2528176
2813,2532980
2913,2539820
3013,2541284
3115,2542452
3215,2542492
3316,2543156
3416,2543712
