Time  [ms],Memory Usage [KB]
0,2461740
100,2462332
151,2461648
251,2463444
352,2463868
452,2467184
552,2466628
652,2465144
754,2479784
855,2478136
955,2476684
1055,2477844
1156,2479328
1257,2487080
1357,2488160
1458,2472216
1558,2472312
1659,2472880
1760,2478728
1862,2478876
1961,2481856
2061,2482596
2162,2485020
2262,2485208
2362,2488420
2463,2491352
2563,2494028
2663,2499388
2764,2538568
2865,2551424
2965,2554624
3066,2576524
3166,2597508
3266,2619588
3368,2620156
3467,2609464
3568,2611084
3668,2611780
3769,2611664
3870,2614984
3971,2611960
4070,2614440
4171,2616236
4271,2619488
4371,2621900
4472,2621216
4572,2628144
