Time  [ms],Memory Usage [KB]
0,2525368
150,2526400
250,2528584
351,2529668
451,2512404
552,2511552
653,2514996
702,2532756
803,2536668
903,2536324
1003,2536900
1104,2546784
1204,2549232
1305,2555332
1405,2559884
1505,2562296
1606,2561680
1707,2565736
1807,2567824
1907,2556708
2008,2557948
2108,2559680
2209,2556888
2309,2558632
2409,2562908
2510,2564128
2611,2588952
2710,2588496
2811,2590816
2912,2631732
3012,2659876
3112,2664948
3212,2656296
3313,2658692
3413,2660520
3513,2661488
3614,2661948
3715,2660512
3816,2660604
3917,2662672
4018,2665020
4118,2667812
