Time  [ms],Memory Usage [KB]
0,2694512
102,2702208
201,2709572
302,2721220
404,2740852
503,2743044
603,2742332
704,2760808
804,2766732
904,2767808
1006,2764932
1105,2767220
1207,2771900
1308,2785088
1407,2796356
1508,2800284
1607,2807320
1708,2810728
1808,2814048
