Time  [ms],Memory Usage [KB]
0,2476424
100,2477808
201,2479164
301,2480960
402,2480656
502,2485176
602,2484860
703,2485000
803,2496776
905,2499692
1004,2499288
1104,2500464
1206,2503040
1305,2509120
1405,2510920
1506,2512472
1606,2514440
1707,2516916
1807,2535196
1907,2539012
2008,2536892
2108,2538764
2208,2543244
2309,2559376
2409,2562968
2510,2566572
2610,2569032
2712,2570072
2813,2572848
2913,2575716
3013,2576752
3114,2578064
3214,2579264
3314,2583708
3415,2586824
3515,2591584
3615,2590212
3716,2589884
3816,2589172
