Time  [ms],Memory Usage [KB]
0,2603972
100,2599860
201,2602376
301,2602216
402,2602772
502,2605072
602,2608528
703,2605472
803,2624744
904,2625676
1005,2626116
1105,2630196
1205,2631584
1306,2640680
1407,2638980
1507,2639932
1608,2645932
1708,2650740
1809,2651284
1909,2655520
2009,2656824
2109,2661144
2210,2663916
2311,2665744
2411,2667972
2511,2681860
2611,2690364
2711,2692648
2812,2695936
2912,2705856
3012,2710520
3113,2714756
3213,2715952
3313,2721112
3414,2721032
3514,2724048
