Time  [ms],Memory Usage [KB]
0,2472404
100,2455452
201,2456212
301,2457332
402,2458168
502,2456816
603,2458916
703,2480480
805,2483232
904,2481204
1005,2481488
1105,2481344
1206,2482632
1307,2490760
1407,2494844
1507,2496456
1607,2496512
1708,2503368
1808,2503272
1908,2529888
2009,2528048
2109,2534820
2210,2552192
2311,2560128
2411,2563740
2511,2567320
2612,2569520
2712,2571100
2813,2573036
2914,2577940
3014,2576804
3114,2579216
3214,2578908
3315,2578892
3415,2581944
3516,2584604
3616,2583148
3717,2582568
3817,2582616
3918,2583340
4019,2583640
4120,2591096
4219,2586640
4319,2588412
4419,2589820
4520,2601108
