Time  [ms],Memory Usage [KB]
0,2599440
102,2600664
202,2602036
303,2602648
403,2604300
505,2607032
607,2592860
706,2606412
807,2601256
907,2602452
1008,2603600
1108,2602700
1209,2602824
1309,2612428
1410,2612628
1510,2615708
1612,2617140
1712,2617440
1812,2623532
1912,2623988
2013,2644172
2113,2648404
2214,2663796
2314,2667304
2414,2670792
2515,2673548
2615,2676576
2716,2680360
2816,2682000
2917,2683036
3017,2685680
3117,2687312
3218,2688608
3318,2689944
3418,2688900
3518,2694528
3619,2691032
3719,2694720
3820,2698716
3920,2702172
