Time  [ms],Memory Usage [KB]
0,2520732
101,2502848
201,2503760
301,2505268
402,2505076
502,2507232
602,2508536
703,2527928
803,2530176
904,2530692
1004,2533968
1104,2541704
1205,2542984
1305,2547848
1405,2554156
1506,2556368
1606,2556596
1708,2562212
1808,2567428
1908,2560528
2013,2560596
2111,2560680
2212,2561620
2312,2562580
2412,2583172
2513,2589520
2614,2603284
2714,2601488
2815,2597360
2915,2596508
3015,2598560
3116,2600840
3216,2603496
3316,2607256
3417,2610020
