Time  [ms],Memory Usage [KB]
0,2546468
101,2547152
202,2549328
302,2549240
402,2549948
503,2549352
603,2569212
704,2572132
804,2571244
905,2572616
1005,2573424
1106,2573348
1206,2576140
1257,2579896
1357,2585516
1459,2588748
1558,2591808
1658,2577924
1759,2576632
1861,2578112
1959,2580400
2060,2582488
2160,2593964
2260,2604432
2361,2622632
2462,2623724
2562,2626416
2662,2627584
2762,2631452
2863,2633488
2963,2636152
3064,2638672
3164,2640164
3264,2644060
3364,2645768
3465,2656304
3565,2672952
3665,2677468
