Time  [ms],Memory Usage [KB]
0,2482572
100,2463100
150,2464040
250,2464984
351,2465640
451,2466720
551,2471752
652,2491448
754,2485508
854,2485160
955,2487288
1056,2490368
1156,2491344
1256,2497772
1357,2502584
1457,2504484
1557,2503728
1658,2510304
1758,2511020
1858,2511844
1959,2514300
2059,2514596
2160,2517308
2261,2519216
2360,2539124
2461,2558100
2561,2559260
2662,2561376
2762,2561520
2863,2563312
2963,2567844
3065,2570076
3164,2573428
3266,2574728
3365,2577140
3465,2589904
3565,2596552
3665,2597540
3766,2599560
3866,2601344
