Time  [ms],Memory Usage [KB]
0,2576248
99,2577328
199,2580176
299,2579756
399,2581648
500,2579432
602,2573460
700,2592708
801,2594960
901,2590400
1002,2590536
1102,2598136
1202,2605380
1305,2610004
1405,2612152
1507,2614360
1608,2613172
1709,2621632
1809,2619796
1909,2620696
2010,2621776
2110,2622988
2211,2627352
2311,2628944
2412,2628608
2512,2627896
2613,2628188
2713,2634544
2813,2657180
2914,2663232
3014,2666516
3115,2670600
3215,2691288
3315,2693596
3416,2696456
3516,2698768
3617,2698636
3717,2700184
3817,2701952
