Time  [ms],Memory Usage [KB]
0,2579628
101,2580056
201,2581104
301,2582760
402,2585880
502,2587672
603,2590088
754,2603748
855,2606712
905,2608388
1005,2606632
1105,2608284
1205,2613916
1307,2617452
1408,2619664
1509,2620176
1609,2625428
1711,2627588
1811,2628684
1912,2628664
2012,2630868
2113,2631880
2214,2636544
2314,2636764
2414,2639120
2515,2640836
2615,2642636
2716,2644192
2816,2646140
2917,2651992
3017,2679548
3117,2684304
3219,2687336
3319,2690720
3419,2685976
3520,2689612
3621,2702936
3721,2712008
3821,2713952
3922,2715244
4024,2716888
4122,2717964
