Time  [ms],Memory Usage [KB]
0,2474520
100,2474216
201,2477376
301,2476372
402,2477032
502,2477480
602,2489132
703,2491268
803,2491672
904,2493660
1004,2494612
1104,2501572
1205,2505712
1305,2512148
1406,2515916
1506,2522360
1607,2528508
1707,2525332
1810,2526952
1910,2525720
2011,2525440
2111,2527624
2212,2529020
2312,2531964
2413,2531228
2513,2529028
2613,2525912
2714,2526668
2816,2526768
2915,2526896
3017,2527372
3117,2527372
3217,2527052
3321,2527052
3420,2527216
3521,2526900
3621,2527208
3722,2527228
3823,2527532
3923,2528360
4024,2528360
4125,2528664
4225,2528164
4326,2526548
4426,2523392
4527,2523596
4627,2523712
4728,2523396
4828,2523392
4929,2523332
5030,2523780
5133,2523308
5232,2523884
5332,2523904
5434,2523904
5534,2523724
5634,2523792
5735,2524040
5835,2524092
5935,2525796
6036,2528440
6136,2530036
6239,2535844
6337,2555296
6438,2559960
6539,2575312
6642,2573252
6743,2580240
6843,2581344
6943,2585424
7043,2587660
7144,2592040
7244,2592392
7345,2578640
7445,2578376
7545,2579364
7646,2579676
7746,2579720
7847,2580008
