Time  [ms],Memory Usage [KB]
0,2460956
101,2443256
201,2445596
302,2445076
401,2446248
502,2446932
602,2448536
703,2449640
803,2467828
903,2470060
1055,2469392
1105,2471812
1205,2471324
1305,2474704
1406,2474764
1506,2478252
1607,2482756
1711,2484296
1811,2484296
1911,2485720
2012,2487636
2112,2489404
2213,2490896
2313,2491608
2413,2492048
2514,2493024
2615,2495136
2715,2494560
2816,2495280
2916,2495220
3017,2495724
3117,2495716
3219,2495716
3318,2496288
3421,2496496
3519,2496480
3619,2496644
3721,2496644
3820,2497164
3922,2496968
4021,2497176
4122,2497092
4222,2497332
4322,2496940
4424,2496964
4523,2497240
4625,2497240
4724,2496288
4826,2496288
4925,2496804
5027,2497532
5128,2497532
5227,2496172
5330,2496464
5431,2497412
5531,2497132
5631,2497616
5731,2497748
5833,2497748
5933,2497788
6032,2501052
6133,2498172
6233,2500864
6333,2502224
6434,2503384
6534,2524988
6635,2528224
6736,2540184
6836,2544324
6937,2546108
7037,2555084
7137,2557684
7238,2558840
7339,2560508
7438,2563596
7540,2566872
7641,2553180
7741,2554424
7841,2553112
7942,2554768
8042,2555780
8143,2556916
