Time  [ms],Memory Usage [KB]
0,2517204
100,2517768
200,2519512
301,2520376
402,2521304
502,2521780
602,2506976
703,2510432
803,2522396
904,2523048
1004,2523692
1106,2525584
1206,2519836
1306,2531124
1407,2528632
1507,2532340
1608,2532748
1708,2534388
1809,2538344
1910,2538744
2010,2538392
2111,2539192
2210,2541756
2311,2542408
2412,2544524
2513,2546100
2613,2547960
2714,2548072
2814,2550480
2916,2549352
3015,2550984
3116,2551480
3216,2551480
3316,2551948
3417,2551556
3517,2551836
3618,2552040
3718,2552720
3818,2550512
3919,2552624
4019,2552616
4119,2552412
4220,2551952
4320,2547156
4420,2547844
4522,2548512
4621,2549844
4722,2549908
4822,2563108
4923,2564304
5023,2566376
5123,2568272
5225,2570504
5324,2572840
5426,2574628
5525,2575200
5625,2579992
5726,2574800
5826,2574912
5927,2576236
6027,2577600
6127,2584088
6228,2605760
6328,2606388
6429,2608628
6529,2622176
6630,2623928
6730,2624140
6833,2627192
6931,2632756
7031,2638984
7132,2612520
7235,2616260
7332,2617384
7433,2618464
7534,2619820
7633,2621664
7734,2622152
7834,2631124
7934,2615968
8035,2614848
8136,2619644
