Time  [ms],Memory Usage [KB]
0,2474640
100,2470608
200,2470272
301,2471604
401,2472368
502,2474044
602,2473668
702,2493052
803,2493748
903,2495604
1004,2491248
1104,2494476
1205,2501180
1305,2507452
1406,2510216
1506,2511100
1606,2513064
1707,2521176
1807,2517504
1907,2518420
2010,2518680
2112,2520736
2212,2520360
2312,2523856
2412,2525432
2513,2526508
2613,2530800
2714,2538616
2816,2563888
2916,2569636
3020,2569508
3120,2583180
3217,2591424
3318,2591764
3418,2594624
3518,2597540
3619,2598332
3719,2599328
3822,2599124
3920,2600280
