Time  [ms],Memory Usage [KB]
0,2575520
50,2577420
150,2579200
251,2579576
351,2579764
451,2580704
552,2582208
653,2601260
753,2604276
853,2602448
954,2604420
1054,2614088
1155,2616008
1255,2619280
1355,2624536
1456,2605700
1556,2608656
1656,2609820
1757,2610288
1857,2612064
1959,2612284
2058,2615388
2159,2618596
2259,2620364
2360,2623264
2462,2625080
2560,2624736
2661,2622356
2761,2624392
2861,2625372
2961,2631776
3062,2637084
3162,2647080
3263,2646400
3363,2648388
3463,2651136
3564,2652220
3664,2648468
3765,2649848
3865,2652616
3966,2654720
4066,2655680
4167,2657528
4267,2657912
4367,2658884
4468,2670180
4568,2676788
4668,2709032
