Time  [ms],Memory Usage [KB]
0,2595180
100,2595912
200,2598184
301,2598424
401,2599936
502,2593692
603,2594872
703,2614900
804,2615460
904,2616360
1004,2618848
1104,2625252
1205,2627932
1305,2633500
1406,2621104
1508,2622800
1608,2630708
1708,2619264
1808,2619084
1913,2622796
2013,2625168
2114,2627852
2214,2631856
2314,2633988
2415,2637120
2515,2638548
2616,2636136
2716,2632508
2817,2633404
2917,2643968
3017,2645896
3118,2646672
3219,2646692
3320,2652436
3420,2646616
3521,2648536
3621,2649116
3722,2652724
3823,2654456
3925,2657208
4024,2658116
4124,2659968
4225,2660552
4325,2662472
4426,2673104
4527,2706896
