Time  [ms],Memory Usage [KB]
0,2459020
101,2460340
201,2462068
302,2463292
403,2463320
503,2462448
604,2462344
703,2483560
805,2484720
904,2489064
1004,2486384
1106,2493660
1206,2497596
1306,2502232
1406,2509500
1506,2513288
1607,2513684
1708,2511312
1808,2511592
1909,2515160
2009,2519064
2110,2520516
2210,2523436
2311,2525356
2411,2528620
2511,2525224
2612,2522004
2712,2524592
2813,2531008
2914,2542492
3014,2543064
3114,2543868
3215,2545568
3315,2546052
3415,2540492
3516,2545028
3616,2545848
3717,2549768
3817,2549952
3918,2551700
4018,2553584
4118,2555920
4219,2559432
4319,2567964
4420,2602424
