Time  [ms],Memory Usage [KB]
0,2539180
101,2521548
201,2522868
302,2523056
403,2524368
503,2524028
603,2523524
704,2543472
804,2544572
904,2545140
1005,2547340
1105,2551504
1207,2561640
1307,2560396
1407,2557676
1509,2564608
1609,2567724
1709,2571296
1810,2571600
1911,2567816
2012,2571124
2111,2568192
2212,2566376
2313,2566820
2413,2570088
2514,2571456
2615,2575144
2715,2576044
2815,2577740
2915,2578952
3016,2578728
3116,2580912
3216,2583204
3317,2582144
3417,2585120
3517,2602156
3618,2604068
3718,2597828
3818,2599172
3919,2600912
4020,2602064
4120,2604880
4221,2613816
