Time  [ms],Memory Usage [KB]
0,2346196
102,2352736
202,2359960
303,2363636
404,2382284
504,2393516
604,2392308
706,2411632
806,2415612
908,2415004
1009,2418572
1110,2421696
1210,2426072
1311,2430788
1411,2433040
1511,2448616
1613,2456964
1714,2456996
1816,2457476
1916,2470480
2017,2476348
2117,2478116
2217,2478940
2319,2481796
2419,2479752
2519,2483404
